ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012
mondo,http://purl.obolibrary.org/obo/MONDO_0015384,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:digestive_duplication_cyst_of_the_tongue a owl:Class ;
    rdfs:label ""digestive duplication cyst of the tongue"" ;
    ns1:hasDbXref ""GARD:19942"",
        ""MEDGEN:1393450"",
        ""Orphanet:141071"",
        ""UMLS:C4512051"" ;
    ns1:id ""MONDO:0015384"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :ordo_morphological_anomaly,
        :orphanet_rare,
        :rare ;
    rdfs:subClassOf :cysts_and_fistulae_of_the_face_and_oral_cavity,
        :tongue_disorder ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :cysts_and_fistulae_of_the_face_and_oral_cavity ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :disease_has_location ;
                                    owl:someValuesFrom :tongue ] ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :1393450,
        :c4512051,
        :orphanet_141071 ;
    :conforms_to :location.yaml ;
    :has_definition ""Digestive duplication cyst of the tongue is an extremely rare otorhinolaryngological malformation which occurs during early embryogenesis and is characterized by a single, and on occasion multiple, cystic lesion that is most frequently located in the anterior portion of the tongue, either deeply embedded within it or superficially on it. Depending mostly on size and location of the cyst, patients could be asymptomatic or could present a wide array of symptoms, such as varying degrees of respiratory and feeding difficulties, lingual swelling and protrusion, dysphagia, and more rarely, recurrent bleeding or brownish discharge from a lingual sinus."" ;
    :has_exact_synonym ""cysts and fistulae of the face and oral cavity of tongue"",
        ""enteric duplication cyst of the tongue"",
        ""foregut duplication cyst of the tongue"",
        ""gastric duplication cyst of the tongue"",
        ""tongue cysts and fistulae of the face and oral cavity"" .

","digestive duplication cyst of the tongue conforms to a location.yaml.
digestive duplication cyst of the tongue has definition a Digestive duplication cyst of the tongue is an extremely rare otorhinolaryngological malformation which occurs during early embryogenesis and is characterized by a single, and on occasion multiple, cystic lesion that is most frequently located in the anterior portion of the tongue, either deeply embedded within it or superficially on it. Depending mostly on size and location of the cyst, patients could be asymptomatic or could present a wide array of symptoms, such as varying degrees of respiratory and feeding difficulties, lingual swelling and protrusion, dysphagia, and more rarely, recurrent bleeding or brownish discharge from a lingual sinus..
digestive duplication cyst of the tongue has exact synonym a cysts and fistulae of the face and oral cavity of tongue.
digestive duplication cyst of the tongue has exact synonym a foregut duplication cyst of the tongue.
digestive duplication cyst of the tongue has exact synonym a gastric duplication cyst of the tongue.
digestive duplication cyst of the tongue has exact synonym a tongue cysts and fistulae of the face and oral cavity.
digestive duplication cyst of the tongue has exact synonym an enteric duplication cyst of the tongue.
digestive duplication cyst of the tongue is a type of a cysts and fistulae of the face and oral cavity.
digestive duplication cyst of the tongue is a type of a tongue disorder.
digestive duplication cyst of the tongue is same as all of (a cysts and fistulae of the face and oral cavity, and at least disease has location some a tongue).","Here's a rewritten paragraph that combines the information:

A digestive duplication cyst of the tongue is an extremely rare otorhinolaryngological malformation characterized by a single or multiple cystic lesion located in the anterior portion of the tongue. This condition typically occurs during early embryogenesis and can present with various symptoms such as respiratory and feeding difficulties, lingual swelling and protrusion, dysphagia, and rarely, recurrent bleeding or brownish discharge from a lingual sinus. The exact synonyms for this condition include cysts and fistulae of the face and oral cavity of tongue, foregut duplication cyst of the tongue, gastric duplication cyst of the tongue, tongue cysts and fistulae of the face and oral cavity, and enteric duplication cyst of the tongue. It is a type of cysts and fistulae of the face and oral cavity, as well as a type of tongue disorder, specifically occurring in the location of the tongue.",llama3,10,18,16,35,3,2,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,,1.0,6.0,3.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0023573,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:kozlowski_warren_fisher_syndrome a owl:Class ;
    rdfs:label ""Kozlowski Warren Fisher syndrome"" ;
    ns1:hasDbXref ""GARD:353"",
        ""MEDGEN:419831"",
        ""MESH:C537614"",
        ""UMLS:C2931546"" ;
    ns1:id ""MONDO:0023573"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/353/kozlowski-warren-fisher-syndrome""^^xsd:anyURI ;
    rdfs:subClassOf :syndromic_disease,
        :thanatophoric_dysplasia ;
    skos:exactMatch :419831,
        :c2931546,
        :c537614 ;
    :has_related_synonym ""cloverleaf skull generalised bone dysplasia"",
        ""cloverleaf skull generalized bone dysplasia"" .

","kozlowski warren fisher syndrome has related synonym a cloverleaf skull generalised bone dysplasia.
kozlowski warren fisher syndrome has related synonym a cloverleaf skull generalized bone dysplasia.
kozlowski warren fisher syndrome is a type of a syndromic disease.
kozlowski warren fisher syndrome is a type of a thanatophoric dysplasia.","Kozlowski Warren Fisher Syndrome, also known as Cloverleaf Skull and Generalized Bone Dysplasia, is a type of Syndromic Disease, specifically a subtype of Thanatophoric Dysplasia.",llama3,4,10,9,18,1,2,1,,,,,,,,,4.0,,2.0,1.0,3.0,3.0,,,1.0,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0005125,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cytokine_activity a owl:Class ;
    rdfs:label ""cytokine activity"" ;
    rdfs:subClassOf :receptor_ligand_activity .

",cytokine activity is a type of a receptor ligand activity.,"Cytokine activity is a type of receptor-ligand activity, specifically referring to the interaction between cytokines (a type of signaling molecule) and their corresponding receptors on cells.",llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009737,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:galactosialidosis a owl:Class ;
    rdfs:label ""galactosialidosis"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/4948""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:0080540"",
        ""GARD:3953"",
        ""ICD9:277.6"",
        ""MEDGEN:82779"",
        ""MESH:C536411"",
        ""NANDO:1200119"",
        ""NANDO:2200557"",
        ""NCIT:C129928"",
        ""OMIM:256540"",
        ""Orphanet:351"",
        ""SCTID:35691006"",
        ""UMLS:C0268233"" ;
    ns1:id ""MONDO:0009737"" ;
    ns1:inSubset :clingen,
        :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/3953/galactosialidosis""^^xsd:anyURI ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :ctsa ],
        :eye_disorder,
        :lysosomal_storage_disease_with_skeletal_involvement,
        :oligosaccharidosis ;
    skos:exactMatch :256540,
        :35691006,
        :82779,
        :c0268233,
        :c536411,
        :doid_0080540,
        :ncit_c129928,
        :orphanet_351 ;
    :has_definition ""A lysosomal storage disease characterized by coarse facial features, macular ''cherry red spot'', and dysostosis multiplex. Clinical presentation can be heterogenous ranging from a severe, early-onset, rapidly progressive infantile form to late onset, slowly progressive juvenile/adult form."" ;
    :has_exact_synonym ""Goldberg syndrome"",
        ""galactosialidosis"",
        ""neuraminidase deficiency with beta-galactosidase deficiency"" ;
    :has_related_synonym ""GSL"",
        ""PPCA deficiency"",
        ""cathepsin A deficiency"",
        ""cathepsin A deficiency of"",
        ""lysosomal protective Protein deficiency"",
        ""lysosomal protective protein deficiency of"",
        ""neuraminidase/Beta-galactosidase expression"",
        ""protective Protein/Cathepsin a deficiency"" .

","galactosialidosis has definition a A lysosomal storage disease characterized by coarse facial features, macular ''cherry red spot'', and dysostosis multiplex. Clinical presentation can be heterogenous ranging from a severe, early-onset, rapidly progressive infantile form to late onset, slowly progressive juvenile/adult form..
galactosialidosis has exact synonym a Goldberg syndrome.
galactosialidosis has exact synonym a galactosialidosis.
galactosialidosis has exact synonym a neuraminidase deficiency with beta-galactosidase deficiency.
galactosialidosis has related synonym a GSL.
galactosialidosis has related synonym a PPCA deficiency.
galactosialidosis has related synonym a cathepsin A deficiency of.
galactosialidosis has related synonym a cathepsin A deficiency.
galactosialidosis has related synonym a lysosomal protective Protein deficiency.
galactosialidosis has related synonym a lysosomal protective protein deficiency of.
galactosialidosis has related synonym a neuraminidase/Beta-galactosidase expression.
galactosialidosis has related synonym a protective Protein/Cathepsin a deficiency.
galactosialidosis is a type of a lysosomal storage disease with skeletal involvement.
galactosialidosis is a type of an eye disorder.
galactosialidosis is a type of an oligosaccharidosis.
galactosialidosis is a type of at least has material basis in germline mutation in some a ctsa.","Galactosialidosis, also known as Goldberg syndrome or galactosialidosis itself, is a lysosomal storage disease characterized by coarse facial features, macular ""cherry red spot"", and dysostosis multiplex. It can present clinically with varying degrees of severity, ranging from an early-onset, rapidly progressive infantile form to a late-onset, slowly progressive juvenile/adult form. This condition has material basis in germline mutations in the CTSB gene, which codes for cathepsin A, and is related to other conditions such as lysosomal protective protein deficiency, PPCA deficiency, neuraminidase/Beta-galactosidase expression, and oligosaccharidosis. It is also a type of lysosomal storage disease with skeletal involvement and an eye disorder.",llama3,16,23,14,51,2,4,1,1.0,1.0,,,,,1.0,,12.0,3.0,8.0,1.0,7.0,8.0,,1.0,1.0,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHEBI_79314,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:flame_retardant a owl:Class ;
    rdfs:label ""flame retardant"" ;
    rdfs:subClassOf :application ;
    :has_definition ""Any compound that is added to manufactured materials to inhibit, suppress, or delay the production of flames and so prevent the spread of fire."" .

","flame retardant has definition a Any compound that is added to manufactured materials to inhibit, suppress, or delay the production of flames and so prevent the spread of fire..
flame retardant is a type of an application.","Flame retardants are applications used to add compounds that inhibit, suppress, or delay the production of flames in manufactured materials, thereby preventing the spread of fire.",llama3,2,3,4,4,1,1,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0032582,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:nephrotic_syndrome_type_19 a owl:Class ;
    rdfs:label ""nephrotic syndrome, type 19"" ;
    ns1:hasDbXref ""DOID:0080394"",
        ""GARD:16301"",
        ""MEDGEN:1648305"",
        ""OMIM:618178"",
        ""UMLS:C4748552"" ;
    ns1:id ""MONDO:0032582"" ;
    ns1:inSubset :gard_rare,
        :rare ;
    rdfs:subClassOf :familial_nephrotic_syndrome ;
    skos:exactMatch :1648305,
        :618178,
        :c4748552,
        :doid_0080394 ;
    :has_related_synonym ""NEPHROTIC SYNDROME, TYPE 19"",
        ""NPHS19"" .

","nephrotic syndrome type 19 has related synonym a NEPHROTIC SYNDROME, TYPE 19.
nephrotic syndrome type 19 has related synonym a NPHS19.
nephrotic syndrome type 19 is a type of a familial nephrotic syndrome.","Nephrotic Syndrome Type 19, also known as NPHS19, is a type of Familial Nephrotic Syndrome, and it's synonymous with both terms: Nephrotic Syndrome Type 19 and NPHS19.",llama3,3,9,8,17,1,1,1,,,,,,,,,5.0,,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0003448,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:benign_spiradenoma a owl:Class ;
    rdfs:label ""benign spiradenoma"" ;
    ns1:hasDbXref ""DOID:5444"",
        ""ICDO:8403/0"",
        ""MEDGEN:90768"",
        ""NCIT:C4170"",
        ""ONCOTREE:SPIR"",
        ""SCTID:403938001"",
        ""UMLS:C0334347"" ;
    ns1:id ""MONDO:0003448"" ;
    ns1:inSubset :otar ;
    rdfs:comment ""Spiradenomas are usually benign. Malignant forms are rare."" ;
    rdfs:subClassOf :benign_neoplasm_of_sweat_gland ;
    skos:exactMatch :403938001,
        :90768,
        :c0334347,
        :doid_5444,
        :ncit_c4170 ;
    :excluded_subclassof :apocrine_sweat_gland_neoplasm ;
    :has_definition ""A benign epithelial neoplasm with eccrine or apocrine differentiation, arising from the sweat glands. It usually presents as a solitary, well circumscribed, firm nodule in the face and upper trunk. It is characterized by the presence of basaloid cells forming nodules in the dermis. Cases of carcinoma arising from long standing spiradenomas have been reported."" ;
    :has_exact_synonym ""spiradenoma"" ;
    :has_narrow_synonym ""benign eccrine spiradenoma"",
        ""eccrine spiradenoma"",
        ""eccrine spiradenoma (morphologic abnormality)"",
        ""eccrine spiradenoma of skin"" ;
    :has_related_synonym ""spiroma/spiradenoma"" .

","benign spiradenoma excluded subClassOf an apocrine sweat gland neoplasm.
benign spiradenoma has definition a A benign epithelial neoplasm with eccrine or apocrine differentiation, arising from the sweat glands. It usually presents as a solitary, well circumscribed, firm nodule in the face and upper trunk. It is characterized by the presence of basaloid cells forming nodules in the dermis. Cases of carcinoma arising from long standing spiradenomas have been reported..
benign spiradenoma has exact synonym a spiradenoma.
benign spiradenoma has narrow synonym a benign eccrine spiradenoma.
benign spiradenoma has narrow synonym an eccrine spiradenoma (morphologic abnormality).
benign spiradenoma has narrow synonym an eccrine spiradenoma of skin.
benign spiradenoma has narrow synonym an eccrine spiradenoma.
benign spiradenoma has related synonym a spiroma/spiradenoma.
benign spiradenoma is a type of a benign neoplasm of sweat gland.","Benign Spiradenoma, also known as Spiradenoma or Benign Eccrine Spiradenoma, is a type of benign neoplasm that arises from the apocrine or eccrine sweat glands. It typically presents as a solitary, firm nodule on the face and upper trunk, characterized by the presence of basaloid cells forming nodules in the dermis. This condition is distinct from other types of skin tumors, such as carcinoma, which can arise from long-standing Spiradenomas.",llama3,9,10,13,26,1,1,1,,,,,,,1.0,,7.0,1.0,1.0,1.0,1.0,5.0,,,,,,,1.0,,1.0,4.0,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_1011802,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:congenital_merosin_deficient_muscular_dystrophy_non_human_animal a owl:Class ;
    rdfs:label ""congenital merosin-deficient muscular dystrophy, non-human animal"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7225""^^xsd:anyURI ;
    ns1:hasDbXref ""OMIA:001619"" ;
    ns1:id ""MONDO:1011802"" ;
    rdfs:subClassOf :musculoskeletal_system_disorder_non_human_animal .

",congenital merosin deficient muscular dystrophy non human animal is a type of a musculoskeletal system disorder non human animal.,Congenital merosin-deficient muscular dystrophy in non-human animals is a type of musculoskeletal system disorder affecting non-human animals.,llama3,1,3,6,6,1,1,1,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_1011046,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:nephrolithiasis_domestic_cat a owl:Class ;
    rdfs:label ""nephrolithiasis, domestic cat"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7075""^^xsd:anyURI ;
    ns1:hasDbXref ""OMIA:000709-9685"" ;
    ns1:id ""MONDO:1011046"" ;
    rdfs:subClassOf :nephrolithiasis_non_human_animal,
        :urolithiasis_domestic_cat ;
    :cross_species_exact_match :nephrolithiasis ;
    :has_definition ""Nephrolithiasis that occurs in domestic cat."" .

","nephrolithiasis domestic cat cross species exact match a nephrolithiasis.
nephrolithiasis domestic cat has definition a Nephrolithiasis that occurs in domestic cat..
nephrolithiasis domestic cat is a type of a nephrolithiasis non human animal.
nephrolithiasis domestic cat is a type of an urolithiasis domestic cat.","Here's the rewritten paragraph:

Nephrolithiasis in domestic cats refers to a specific condition that occurs in felines, and it's defined as a type of kidney stone disease found only in non-human animals. Moreover, this condition is also classified as a type of urolithiasis, which is a broader category of urinary tract stones affecting domestic cats.",llama3,4,5,8,9,1,2,1,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008562,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:thumb_deformity_alopecia_pigmentation_anomaly_syndrome a owl:Class ;
    rdfs:label ""thumb deformity-alopecia-pigmentation anomaly syndrome"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7150""^^xsd:anyURI ;
    ns1:hasDbXref ""GARD:5199"",
        ""MEDGEN:348284"",
        ""MESH:C566054"",
        ""OMIM:188150"",
        ""Orphanet:2251"",
        ""Orphanet:79132"",
        ""UMLS:C1861168"" ;
    ns1:id ""MONDO:0008562"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :ordo_malformation_syndrome,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_characteristic ;
            owl:someValuesFrom :rare ],
        :disorder_of_development_or_morphogenesis ;
    skos:exactMatch :188150,
        :348284,
        :c1861168,
        :c566054,
        :orphanet_2251 ;
    :excluded_subclassof :congenital_limb_malformation,
        :ectodermal_dysplasia_syndrome ;
    :has_definition ""A rare, genetic, congenital limb malformation syndrome characterized by short stature, sparse scalp hair, hypoplastic, proximally-placed thumbs, and skin hyperpigmentation with areas of 'raindrop' depigmentation. Presence of a single, upper central incisor has also been reported. There have been no further descriptions in the literature since 1988."" ;
    :has_exact_synonym ""thumb deformity and alopecia"" ;
    :has_related_synonym ""congenital deformity of the thumb and congenital alopecia"",
        ""hypotrichosis associated with congenital hypoplasia of the thumb"",
        ""sparse hair, short stature, hypoplastic thumbs, single upper central incisor and abnormal skin pigmentation"",
        ""thumb deformity, alopecia, pigmentation anomaly"" .

","thumb deformity alopecia pigmentation anomaly syndrome excluded subClassOf a congenital limb malformation.
thumb deformity alopecia pigmentation anomaly syndrome excluded subClassOf an ectodermal dysplasia syndrome.
thumb deformity alopecia pigmentation anomaly syndrome has definition a A rare, genetic, congenital limb malformation syndrome characterized by short stature, sparse scalp hair, hypoplastic, proximally-placed thumbs, and skin hyperpigmentation with areas of 'raindrop' depigmentation. Presence of a single, upper central incisor has also been reported. There have been no further descriptions in the literature since 1988..
thumb deformity alopecia pigmentation anomaly syndrome has exact synonym a thumb deformity and alopecia.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a congenital deformity of the thumb and congenital alopecia.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a hypotrichosis associated with congenital hypoplasia of the thumb.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a sparse hair, short stature, hypoplastic thumbs, single upper central incisor and abnormal skin pigmentation.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a thumb deformity, alopecia, pigmentation anomaly.
thumb deformity alopecia pigmentation anomaly syndrome is a type of a disorder of development or morphogenesis.
thumb deformity alopecia pigmentation anomaly syndrome is a type of at least has characteristic some a rare.","Here's the rewritten paragraph:

Thumb Deformity Alopecia Pigmentation Anomaly Syndrome (TDAPAS) is a rare, genetic, congenital limb malformation characterized by short stature, sparse scalp hair, and unique thumb deformities. The syndrome also features hypoplastic thumbs with proximal placement, skin hyperpigmentation with areas of ""raindrop"" depigmentation, and occasionally, the presence of only one upper central incisor. Since 1988, there have been no further descriptions in the literature. TDAPAS is a type of developmental disorder that affects morphogenesis, characterized by a combination of rare features including thumb deformity, alopecia, and pigmentation anomalies.",llama3,10,20,14,36,2,2,1,1.0,1.0,,,,,1.0,,7.0,1.0,4.0,1.0,7.0,5.0,,1.0,,,,,,,2.0,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0100164,"@prefix dcterms: <http://purl.org/dc/terms/> .
@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:permanent_neonatal_diabetes_mellitus a owl:Class ;
    rdfs:label ""permanent neonatal diabetes mellitus"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/4985""^^xsd:anyURI ;
    dcterms:creator :0000_0001_5208_3432 ;
    ns1:hasDbXref ""DOID:0060639"",
        ""GARD:10457"",
        ""MEDGEN:371484"",
        ""MESH:C563425"",
        ""NCIT:C114902"",
        ""OMIMPS:606176"",
        ""Orphanet:99885"",
        ""SCTID:609565001"",
        ""UMLS:C1833104"" ;
    ns1:id ""MONDO:0100164"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/10457/permanent-neonatal-diabetes-mellitus""^^xsd:anyURI ;
    rdfs:subClassOf :disorder_of_glycolysis,
        :neonatal_diabetes_mellitus ;
    skos:exactMatch :371484,
        :609565001,
        :c1833104,
        :c563425,
        :doid_0060639,
        :ncit_c114902,
        :orphanet_99885,
        :ps606176 ;
    :has_definition ""Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment."" ;
    :has_exact_synonym ""PDMI"",
        ""PNDM"",
        ""monogenic diabetes of infancy"",
        ""permanent diabetes mellitus of infancy"" ;
    :has_related_synonym ""developmental delay, epilepsy, and neonatal diabetes"",
        ""diabetes mellitus, permanent neonatal"",
        ""diabetes mellitus, permanent neonatal, with neurologic features"",
        ""diabetes mellitus, permanent, of infancy"" ;
    :should_conform_to :omim_phenotypic_series.yaml .

","permanent neonatal diabetes mellitus has definition a Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment..
permanent neonatal diabetes mellitus has exact synonym a PDMI.
permanent neonatal diabetes mellitus has exact synonym a PNDM.
permanent neonatal diabetes mellitus has exact synonym a monogenic diabetes of infancy.
permanent neonatal diabetes mellitus has exact synonym a permanent diabetes mellitus of infancy.
permanent neonatal diabetes mellitus has related synonym a developmental delay, epilepsy, and neonatal diabetes.
permanent neonatal diabetes mellitus has related synonym a diabetes mellitus, permanent neonatal, with neurologic features.
permanent neonatal diabetes mellitus has related synonym a diabetes mellitus, permanent neonatal.
permanent neonatal diabetes mellitus has related synonym a diabetes mellitus, permanent, of infancy.
permanent neonatal diabetes mellitus is a type of a disorder of glycolysis.
permanent neonatal diabetes mellitus is a type of a neonatal diabetes mellitus.
permanent neonatal diabetes mellitus should conform to an omim phenotypic series.yaml.","Permanent Neonatal Diabetes Mellitus (PNDM) is a rare, genetic form of diabetes that develops in the first 12 months of life and requires continuous insulin treatment. It's also known as Permanent Diabetes Mellitus of Infancy, Monogenic Diabetes of Infancy, or PDMI. This condition often comes with related symptoms such as developmental delay and epilepsy. PNDM is a type of disorder affecting glycolysis and is classified under the broader category of Neonatal Diabetes Mellitus.",llama3,12,20,14,41,1,2,1,,,,,,,1.0,,9.0,4.0,4.0,1.0,6.0,8.0,,1.0,1.0,,,,,,,,,1.0,1.0,
mondo,http://purl.obolibrary.org/obo/HP_0003027,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mesomelia a owl:Class ;
    rdfs:label ""Mesomelia"" ;
    rdfs:subClassOf :limb_undergrowth .

",mesomelia is a type of a limb undergrowth.,"Mesomelia is a type of limb abnormality characterized by underdevelopment or shortening of the limbs, specifically the middle segment of the arm or leg.",llama3,1,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
