fragment,text,statements,llm_used
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vector_field_operation rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :vector_field ;
            owl:onProperty :has_input ],
        :operation_on_function .

","vector field operation is a type of operation on function.
vector field operation is a type of something that only has input vector field.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vector_valued_operation rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :vector_field ;
            owl:onProperty :has_output ],
        :operation_on_function .

","vector valued operation is a type of operation on function.
vector valued operation is a type of something that only has output vector field.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:volume_integral rdfs:subClassOf :multiple_integral .

",volume integral is a type of multiple integral.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:algebraic_solution rdfs:subClassOf :analytical_solution .

",algebraic solution is a type of analytical solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:algorithm rdfs:subClassOf :solution .

",algorithm is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:analytical_solution rdfs:subClassOf :solution .

",analytical solution is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:approximation rdfs:subClassOf :solution .

",approximation is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:breadth_first_search rdfs:subClassOf :search .

",breadth first search is a type of search.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:depth_first_search rdfs:subClassOf :search .

",depth first search is a type of search.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:divide_and_conquer rdfs:subClassOf :algorithm .

",divide and conquer is a type of algorithm.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:dynamic_programming rdfs:subClassOf :solution .

",dynamic programming is a type of solution.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:emulate rdfs:subClassOf :solution ;
    owl:equivalentClass :simulate .

","emulate is same as simulate.
emulate is a type of solution.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:exhaustive_search rdfs:subClassOf :search .

",exhaustive search is a type of search.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:expansion rdfs:subClassOf :solution .

",expansion is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:flow_chart rdfs:subClassOf :solution .

",flow chart is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:genetic_algorithm rdfs:subClassOf :heuristic_algorithm .

",genetic algorithm is a type of heuristic algorithm.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:heuristic_algorithm rdfs:subClassOf :algorithm .

",heuristic algorithm is a type of algorithm.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:iteration rdfs:subClassOf :solution .

",iteration is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:map_reduce rdfs:subClassOf :parallel_algorithm .

",map reduce is a type of parallel algorithm.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:newtonian_relaxation rdfs:subClassOf :numerical_solution .

",newtonian relaxation is a type of numerical solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:numerical_approximation rdfs:subClassOf :approximation .

",numerical approximation is a type of approximation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:numerical_solution rdfs:subClassOf :solution .

",numerical solution is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parallel rdfs:subClassOf :solution .

",parallel is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parallel_algorithm rdfs:subClassOf :algorithm,
        :solution .

","parallel algorithm is a type of algorithm.
parallel algorithm is a type of solution.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reduction rdfs:subClassOf :solution .

",reduction is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:search rdfs:subClassOf :algorithm .

",search is a type of algorithm.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sensitivity_analysis rdfs:subClassOf :assessment .

",sensitivity analysis is a type of assessment.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:series_algorithm rdfs:subClassOf :algorithm .

",series algorithm is a type of algorithm.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:simulate rdfs:subClassOf :solution ;
    owl:equivalentClass :simulation .

","simulate is same as simulation.
simulate is a type of solution.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:simulation rdfs:subClassOf :solution .

",simulation is a type of solution.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:solution rdfs:subClassOf :numerical_entity .

",solution is a type of numerical entity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:taylor_series rdfs:subClassOf :expansion,
        :numerical_solution .

","taylor series is a type of expansion.
taylor series is a type of numerical solution.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:visual_solution rdfs:subClassOf :approximation,
        :solution .

","visual solution is a type of approximation.
visual solution is a type of solution.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:anova rdfs:subClassOf :hypothesis_test ;
    owl:equivalentClass :analysis_of_variance .

","anova is same as analysis of variance.
anova is a type of hypothesis test.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:analysis_of_variance rdfs:subClassOf :hypothesis_test .

",analysis of variance is a type of hypothesis test.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:chi_square_test rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :chi_square ;
            owl:onProperty :has_statistical_distribution ],
        :hypothesis_test .

","chi square test is a type of hypothesis test.
chi square test is a type of something that only has statistical distribution chi square.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:general_linear_model rdfs:subClassOf :regression .

",general linear model is a type of regression.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:goodness_of_fit rdfs:subClassOf :statistics .

",goodness of fit is a type of statistics.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hypothesis_test rdfs:subClassOf :statistical_inference .

",hypothesis test is a type of statistical inference.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ols rdfs:subClassOf :regression ;
    owl:equivalentClass :ordinary_least_squares .

","ols is same as ordinary least squares.
ols is a type of regression.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ordinary_least_squares rdfs:subClassOf :regression .

",ordinary least squares is a type of regression.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:regression rdfs:subClassOf :statistical_operation .

",regression is a type of statistical operation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sample_statistics rdfs:subClassOf :statistics .

",sample statistics is a type of statistics.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sampling rdfs:subClassOf :act_of_sampling,
        :statistical_operation .

","sampling is a type of statistical operation.
sampling is a type of act of sampling.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:statistical_distribution rdfs:subClassOf :distribution_function .

",statistical distribution is a type of distribution function.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:statistical_inference rdfs:subClassOf :statistical_operation .

",statistical inference is a type of statistical operation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:statistical_operation rdfs:subClassOf :operation .

",statistical operation is a type of operation.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:statistical_sample rdfs:subClassOf [ a owl:Restriction ;
            owl:hasValue :random ;
            owl:onProperty :has_state ],
        :sample__noun_ .

","statistical sample is a type of sample (noun).
statistical sample is a type of something that must has state random.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:statistics rdfs:subClassOf :numerical_entity .

",statistics is a type of numerical entity.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:z_test rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :normal ;
            owl:onProperty :has_statistical_distribution ],
        :hypothesis_test .

","z test is a type of hypothesis test.
z test is a type of something that only has statistical distribution normal.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:t_test rdfs:subClassOf :hypothesis_test .

",t test is a type of hypothesis test.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:component rdfs:subClassOf :dimension ;
    owl:equivalentClass :system_component .

","component is same as system component.
component is a type of dimension.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:environment rdfs:subClassOf :component,
        :system_component .

","environment is a type of component.
environment is a type of system component.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:externality rdfs:subClassOf :component,
        :system_component .

","externality is a type of component.
externality is a type of system component.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:input rdfs:subClassOf :component,
        :system_component .

","input is a type of component.
input is a type of system component.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:output rdfs:subClassOf :component,
        :system_component .

","output is a type of component.
output is a type of system component.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reservoir rdfs:subClassOf :component,
        :system_component ;
    owl:equivalentClass :storage .

","reservoir is same as storage.
reservoir is a type of component.
reservoir is a type of system component.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:resource rdfs:subClassOf :component,
        :system_component .

","resource is a type of component.
resource is a type of system component.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sink rdfs:subClassOf :reservoir,
        :storage .

","sink is a type of reservoir.
sink is a type of storage.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:source rdfs:subClassOf :component,
        :system_component .

","source is a type of component.
source is a type of system component.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:storage rdfs:subClassOf :component,
        :system_component .

","storage is a type of component.
storage is a type of system component.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:system_component rdfs:subClassOf :dimension .

",system component is a type of dimension.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:adiabatic_invariant rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :entropy ;
            owl:onProperty :has_constant_quantity ],
        :invariant .

","adiabatic invariant is a type of invariant.
adiabatic invariant is a type of something that only has constant quantity entropy.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:invariant rdfs:subClassOf :function .

",invariant is a type of function.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isentrope rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :entropy ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","isentrope is a type of isopleth.
isentrope is a type of something that only has constant quantity entropy.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isobar rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :pressure ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","isobar is a type of isopleth.
isobar is a type of something that only has constant quantity pressure.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isochore rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :volume ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","isochore is a type of isopleth.
isochore is a type of something that only has constant quantity volume.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isohaline rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :salinity ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","isohaline is a type of isopleth.
isohaline is a type of something that only has constant quantity salinity.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isopleth rdfs:subClassOf :invariant .

",isopleth is a type of invariant.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isotere rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :density ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","isotere is a type of isopleth.
isotere is a type of something that only has constant quantity density.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isotherm rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :temperature ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","isotherm is a type of isopleth.
isotherm is a type of something that only has constant quantity temperature.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:thickness_line rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :thickness ;
            owl:onProperty :has_constant_quantity ],
        :isopleth .

","thickness line is a type of isopleth.
thickness line is a type of something that only has constant quantity thickness.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:bernoulli_theorem rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_property ;
            owl:someValuesFrom :velocity ],
        :physical_law .

","bernoulli theorem is a type of physical law.
bernoulli theorem is a type of something that at least has property some velocity.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:bouguer_law rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :attenuation ;
            owl:onProperty :has_process ],
        :empirical_law .

","bouguer law is a type of empirical law.
bouguer law is a type of something that only has process attenuation.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:buys_ballot_law rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :wind ;
            owl:onProperty :has_phenomena ],
        [ a owl:Restriction ;
            owl:onProperty :has_property ;
            owl:someValuesFrom :pressure ],
        :empirical_law .

","buys ballot law is a type of empirical law.
buys ballot law is a type of something that at least has property some pressure.
buys ballot law is a type of something that only has phenomena wind.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:darcys_law rdfs:subClassOf :empirical_law .

",darcys law is a type of empirical law.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:empirical_law rdfs:subClassOf :knowledge .

",empirical law is a type of knowledge.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hookes_law rdfs:subClassOf :empirical_law .

",hookes law is a type of empirical law.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ideal_gas_law rdfs:subClassOf [ a owl:Restriction ;
            owl:hasValue :gas ;
            owl:onProperty :has_state ],
        :physical_law .

","ideal gas law is a type of physical law.
ideal gas law is a type of something that must has state gas.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mathematical_theorem rdfs:subClassOf :knowledge .

",mathematical theorem is a type of knowledge.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:physical_law rdfs:subClassOf :knowledge .

",physical law is a type of knowledge.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:stokes_law rdfs:subClassOf :physical_approximation .

",stokes law is a type of physical approximation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:walthers_law rdfs:subClassOf :empirical_law .

",walthers law is a type of empirical law.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:z_r_relation rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :rainfall ;
            owl:onProperty :has_phenomena ],
        :empirical_law .

","z-r relation is a type of empirical law.
z-r relation is a type of something that only has phenomena rainfall.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:aerial_photography rdfs:subClassOf :photography .

",aerial photography is a type of photography.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:altimetry rdfs:subClassOf :methodology .

",altimetry is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:carbon_dating rdfs:subClassOf :methodology .

",carbon dating is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:engineering rdfs:subClassOf :research_exploration .

",engineering is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:imaging rdfs:subClassOf :research_exploration .

",imaging is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:interferometry rdfs:subClassOf :methodology .

",interferometry is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:isotope_analysis rdfs:subClassOf :methodology .

",isotope analysis is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:methodology rdfs:subClassOf :experiment_activity .

",methodology is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:optics rdfs:subClassOf :research_exploration .

",optics is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:photography rdfs:subClassOf :research_exploration .

",photography is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:photometry rdfs:subClassOf :methodology .

",photometry is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:polarimetry rdfs:subClassOf :methodology .

",polarimetry is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:radioactive_dating rdfs:subClassOf :methodology .

",radioactive dating is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:remote_sensing rdfs:subClassOf :research_exploration .

",remote sensing is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:research_exploration rdfs:subClassOf :research .

",research exploration is a type of research.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:retrieval_approach rdfs:subClassOf :research_exploration .

",retrieval approach is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spectroscopy rdfs:subClassOf :methodology .

",spectroscopy is a type of methodology.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:tomography rdfs:subClassOf :research_exploration .

",tomography is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:x_ray_diffraction rdfs:subClassOf :research_exploration .

",x ray diffraction is a type of research exploration.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:boussinesq_approximation rdfs:subClassOf :physical_approximation .

",boussinesq approximation is a type of physical approximation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:climate_model rdfs:subClassOf :model,
        :scientific_model .

","climate model is a type of model.
climate model is a type of scientific model.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ensemble_forecast rdfs:subClassOf :forecast .

",ensemble forecast is a type of forecast.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:estimate rdfs:subClassOf :predict,
        :prediction .

","estimate is a type of predict.
estimate is a type of prediction.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:extended_forecast rdfs:subClassOf :weather_forecast .

",extended forecast is a type of weather forecast.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:finite_element rdfs:subClassOf :model,
        :scientific_model .

","finite element is a type of model.
finite element is a type of scientific model.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:flux_correction rdfs:subClassOf :physical_approximation .

",flux correction is a type of physical approximation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:forecast rdfs:subClassOf :predict,
        :prediction .

","forecast is a type of predict.
forecast is a type of prediction.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:gcm rdfs:subClassOf :model,
        :scientific_model ;
    owl:equivalentClass :general_circulation_model .

","gcm is same as general circulation model.
gcm is a type of model.
gcm is a type of scientific model.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:general_circulation_model rdfs:subClassOf :model,
        :scientific_model .

","general circulation model is a type of model.
general circulation model is a type of scientific model.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hypothesis rdfs:subClassOf :experiment_activity .

",hypothesis is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:mixing_scheme rdfs:subClassOf :parameterization,
        :parameterize .

","mixing scheme is a type of parameterize.
mixing scheme is a type of parameterization.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:model rdfs:subClassOf :representation ;
    owl:equivalentClass :scientific_model .

","model is same as scientific model.
model is a type of representation.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:obervation rdfs:subClassOf :process .

",obervation is a type of process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parameterization rdfs:subClassOf :data_analysis_service,
        :model,
        :scientific_model .

","parameterization is a type of data analysis service.
parameterization is a type of model.
parameterization is a type of scientific model.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parcel rdfs:subClassOf :model,
        :scientific_model .

","parcel is a type of model.
parcel is a type of scientific model.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:physical_approximation rdfs:subClassOf :model,
        :scientific_model .

","physical approximation is a type of model.
physical approximation is a type of scientific model.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:predict rdfs:subClassOf :experiment_activity ;
    owl:equivalentClass :prediction .

","predict is same as prediction.
predict is a type of experiment activity.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:prediction rdfs:subClassOf :experiment_activity .

",prediction is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reaction_path_model rdfs:subClassOf :model,
        :scientific_model .

","reaction path model is a type of model.
reaction path model is a type of scientific model.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rigid_lid_approximation rdfs:subClassOf :physical_approximation .

",rigid lid approximation is a type of physical approximation.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sample__noun_ rdfs:subClassOf owl:Thing .

",sample (noun) is a type of thing.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:act_of_sampling rdfs:subClassOf :process .

",act of sampling is a type of process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:scientific_model rdfs:subClassOf :representation .

",scientific model is a type of representation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spectral rdfs:subClassOf :model,
        :scientific_model .

","spectral is a type of model.
spectral is a type of scientific model.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spectral_element rdfs:subClassOf :model,
        :scientific_model .

","spectral element is a type of model.
spectral element is a type of scientific model.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:theoretical rdfs:subClassOf :experiment_activity ;
    owl:equivalentClass :theory .

","theoretical is same as theory.
theoretical is a type of experiment activity.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:theory rdfs:subClassOf :experiment_activity .

",theory is a type of experiment activity.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:weather_forecast rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :weather ;
            owl:onProperty :has_phenomena ],
        :forecast .

","weather forecast is a type of forecast.
weather forecast is a type of something that only has phenomena weather.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:agent rdfs:subClassOf :experiment_activity .

",agent is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:artifact rdfs:subClassOf :experiment_activity .

",artifact is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:background rdfs:subClassOf :experiment_activity .

",background is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:chronology rdfs:subClassOf :history .

",chronology is a type of history.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:crosswalk rdfs:subClassOf :provenance_element ;
    owl:equivalentClass :variable_mapping .

","crosswalk is same as variable mapping.
crosswalk is a type of provenance element.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:derived_rule rdfs:subClassOf :inference_rule .

",derived rule is a type of inference rule.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:documentation rdfs:subClassOf :experiment_activity .

",documentation is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:excavate rdfs:subClassOf :experiment_activity .

",excavate is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:genesis rdfs:subClassOf :history .

",genesis is a type of history.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:history rdfs:subClassOf :property .

",history is a type of property.,1,False
