ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://purl.org/sig/ont/fma/FMAID,http://purl.org/sig/ont/fma/preferred_name,http://www.w3.org/2002/07/owl#disjointWith,http://purl.org/sig/ont/fma/synonym,http://purl.org/sig/ont/fma/non-English_equivalent,http://purl.org/sig/ont/fma/definition,http://www.w3.org/2002/07/owl#hasValue,http://purl.org/dc/elements/1.1/description
fma,http://purl.org/sig/ont/fma/fma284235,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:internal_granular_layer_of_left_brodmann_area_43 a owl:Class ;
    rdfs:label ""Internal granular layer of left Brodmann area 43""@en ;
    ns1:FMAID 284235 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_brodmann_area_43 ],
        :internal_granular_layer_of_brodmann_area_43 ;
    :preferred_name ""Internal granular layer of left Brodmann area 43""^^xsd:string .

","internal granular layer of left brodmann area 43 is a type of an internal granular layer of brodmann area 43.
internal granular layer of left brodmann area 43 is a type of at least constitutional part of some a left brodmann area 43.
internal granular layer of left brodmann area 43 preferred name a Internal granular layer of left Brodmann area 43.","The internal granular layer of the left Brodmann area 43 is specifically referred to as the internal granular layer of the left Brodmann area 43, and it's also considered a constitutional part of that region. Its preferred name is indeed the Internal granular layer of the left Brodmann area 43.",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma23341,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:acromial_articular_facet_of_right_clavicle a owl:Class ;
    rdfs:label ""Acromial articular facet of right clavicle""@en ;
    ns1:FMAID 23341 ;
    rdfs:subClassOf :acromial_articular_facet_of_clavicle ;
    owl:disjointWith :acromial_articular_facet_of_left_clavicle ;
    :preferred_name ""Acromial articular facet of right clavicle""^^xsd:string ;
    :synonym ""Acromial articular surface of right clavicle""^^xsd:string,
        ""Acromial facet of right clavicle""^^xsd:string .

","acromial articular facet of right clavicle is a type of an acromial articular facet of clavicle.
acromial articular facet of right clavicle is different from an acromial articular facet of left clavicle.
acromial articular facet of right clavicle preferred name a Acromial articular facet of right clavicle.
acromial articular facet of right clavicle synonym a Acromial articular surface of right clavicle.
acromial articular facet of right clavicle synonym a Acromial facet of right clavicle.","The acromial articular facet of the right clavicle is a specific type of acromial articular facet, distinct from its counterpart on the left side. Its preferred name and synonyms are all variations of ""Acromial articular facet of right clavicle"", including ""Acromial articular surface of right clavicle"" and ""Acromial facet of right clavicle"".",llama3,5,4,7,8,1,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,
fma,http://purl.org/sig/ont/fma/fma308564,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:superior_subscapular_nerve_component_of_superior_trunk_segment_of_right_sixth_cervical_nerve a owl:Class ;
    rdfs:label ""Superior subscapular nerve component of superior trunk segment of right sixth cervical nerve""@en ;
    ns1:FMAID 308564 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :continuous_proximally_with ;
            owl:someValuesFrom :superior_subscapular_nerve_component_of_trunk_proper_of_anterior_ramus_of_right_sixth_cervical_nerve ],
        [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :superior_subscapular_nerve_component_of_trunk_of_anterior_ramus_of_right_sixth_cervical_nerve ],
        [ a owl:Restriction ;
            owl:onProperty :continuous_distally_with ;
            owl:someValuesFrom :superior_posterior_division_segment_of_c6_root_of_right_superior_subscapular_nerve ],
        :superior_subscapular_nerve_component_of_superior_trunk_segment_of_sixth_cervical_nerve ;
    owl:disjointWith :superior_subscapular_nerve_component_of_superior_trunk_segment_of_left_sixth_cervical_nerve ;
    :preferred_name ""Superior subscapular nerve component of superior trunk segment of right sixth cervical nerve""^^xsd:string ;
    :synonym ""Superior subscapular nerve component of superior trunk segment of right C6""^^xsd:string .

","superior subscapular nerve component of superior trunk segment of right sixth cervical nerve is a type of a superior subscapular nerve component of superior trunk segment of sixth cervical nerve.
superior subscapular nerve component of superior trunk segment of right sixth cervical nerve is a type of at least continuous distally with some a superior posterior division segment of c6 root of right superior subscapular nerve.
superior subscapular nerve component of superior trunk segment of right sixth cervical nerve is a type of at least continuous proximally with some a superior subscapular nerve component of trunk proper of anterior ramus of right sixth cervical nerve.
superior subscapular nerve component of superior trunk segment of right sixth cervical nerve is a type of at least regional part of some a superior subscapular nerve component of trunk of anterior ramus of right sixth cervical nerve.
superior subscapular nerve component of superior trunk segment of right sixth cervical nerve is different from a superior subscapular nerve component of superior trunk segment of left sixth cervical nerve.
superior subscapular nerve component of superior trunk segment of right sixth cervical nerve preferred name a Superior subscapular nerve component of superior trunk segment of right sixth cervical nerve.
superior subscapular nerve component of superior trunk segment of right sixth cervical nerve synonym a Superior subscapular nerve component of superior trunk segment of right C6.","The superior subscapular nerve component of the superior trunk segment of the right 6th cervical nerve is a type of superior subscapular nerve that originates from the right 6th cervical nerve and extends distally to merge with the superior posterior division of the c6 root, forming part of the superior subscapular nerve. It also has a proximal connection to the trunk proper of the anterior ramus of the right 6th cervical nerve, making it a regional part of the superior subscapular nerve. This component is unique to the right side and distinct from its left-sided counterpart.",llama3,7,11,9,19,4,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma17148,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:serosa_of_distal_part_of_jejunum a owl:Class ;
    rdfs:label ""Serosa of distal part of jejunum""@en ;
    ns1:FMAID 17148 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :wall_of_distal_part_of_jejunum ],
        :serosa_of_zone_of_jejunum ;
    :preferred_name ""Serosa of distal part of jejunum""^^xsd:string ;
    :synonym ""Distal jejunal serosa""^^xsd:string,
        ""Serosa of distal jejunum""^^xsd:string,
        ""Visceral peritoneum of distal part of jejunum""^^xsd:string .

","serosa of distal part of jejunum is a type of a serosa of zone of jejunum.
serosa of distal part of jejunum is a type of at least constitutional part of some a wall of distal part of jejunum.
serosa of distal part of jejunum preferred name a Serosa of distal part of jejunum.
serosa of distal part of jejunum synonym a Distal jejunal serosa.
serosa of distal part of jejunum synonym a Serosa of distal jejunum.
serosa of distal part of jejunum synonym a Visceral peritoneum of distal part of jejunum.","The serosa of the distal part of the jejunum is also known as the visceral peritoneum of the distal part of the jejunum, and it's a type of layer that makes up at least some part of the wall of the distal jejunum. It's specifically referred to as the serosa of the distal part of the jejunum, with alternative names including the distal jejunal serosa, serosa of the distal jejunum, and visceral peritoneum of the distal part of the jejunum.",llama3,6,6,8,12,2,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,,
fma,http://purl.org/sig/ont/fma/fma277264,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:posterior_common_hepatic_lymph_node a owl:Class ;
    rdfs:label ""Posterior common hepatic lymph node""@en ;
    ns1:FMAID 277264 ;
    rdfs:subClassOf :common_hepatic_lymph_node ;
    :definition ""Common hepatic lymph node located in the posterior group along the common hepatic artery.""^^xsd:string ;
    :preferred_name ""Posterior common hepatic lymph node""^^xsd:string ;
    :synonym ""JPS 8p node""^^xsd:string,
        ""JPS No. 8p node""^^xsd:string,
        ""No. 8p hepatic lymph node""^^xsd:string,
        ""Portacaval lymph node""^^xsd:string,
        ""Portacaval node""^^xsd:string,
        ""Portocaval lymph node""^^xsd:string,
        ""Portocaval node""^^xsd:string .

","posterior common hepatic lymph node definition a Common hepatic lymph node located in the posterior group along the common hepatic artery..
posterior common hepatic lymph node is a type of a common hepatic lymph node.
posterior common hepatic lymph node preferred name a Posterior common hepatic lymph node.
posterior common hepatic lymph node synonym a JPS 8p node.
posterior common hepatic lymph node synonym a JPS No. 8p node.
posterior common hepatic lymph node synonym a No. 8p hepatic lymph node.
posterior common hepatic lymph node synonym a Portacaval lymph node.
posterior common hepatic lymph node synonym a Portacaval node.
posterior common hepatic lymph node synonym a Portocaval lymph node.
posterior common hepatic lymph node synonym a Portocaval node.","The posterior common hepatic lymph node is a specific type of common hepatic lymph node, also known as the Posterior common hepatic lymph node or JPS 8p node, No. 8p hepatic lymph node, Portacaval lymph node, Portacaval node, or Portocaval lymph node. It's located along the common hepatic artery and is part of the posterior group of lymph nodes in this area.",llama3,10,3,7,13,1,1.0,1.0,,,1.0,1.0,,7.0,,1.0,,
fma,http://purl.org/sig/ont/fma/fma314373,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:muscle_body_of_right_hyoglossus a owl:Class ;
    rdfs:label ""Muscle body of right hyoglossus""@en ;
    ns1:FMAID 314373 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :right_hyoglossus ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part ;
            owl:someValuesFrom :skeletal_muscle_tissue_of_right_hyoglossus ],
        :muscle_body_of_hyoglossus ;
    owl:disjointWith :muscle_body_of_left_hyoglossus ;
    :preferred_name ""Muscle body of right hyoglossus""^^xsd:string .

","muscle body of right hyoglossus is a type of a muscle body of hyoglossus.
muscle body of right hyoglossus is a type of at least constitutional part of some a right hyoglossus.
muscle body of right hyoglossus is a type of at least constitutional part some a skeletal muscle tissue of right hyoglossus.
muscle body of right hyoglossus is different from a muscle body of left hyoglossus.
muscle body of right hyoglossus preferred name a Muscle body of right hyoglossus.","The muscle body of the right hyoglossus is a type of hyoglossus muscle, specifically a constitutional part of it. It's also a type of skeletal muscle tissue found in the right hyoglossus. Notably, this muscle body is distinct from its left counterpart and is officially known as the Muscle body of right hyoglossus.",llama3,5,9,8,14,3,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,
fma,http://purl.org/sig/ont/fma/fma28991,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:compact_bone_of_articular_process_of_first_lumbar_vertebra a owl:Class ;
    rdfs:label ""Compact bone of articular process of first lumbar vertebra""@en ;
    ns1:FMAID 28991 ;
    rdfs:subClassOf :compact_bone_of_articular_process_of_lumbar_vertebra ;
    :preferred_name ""Compact bone of articular process of first lumbar vertebra""^^xsd:string .

","compact bone of articular process of first lumbar vertebra is a type of a compact bone of articular process of lumbar vertebra.
compact bone of articular process of first lumbar vertebra preferred name a Compact bone of articular process of first lumbar vertebra.","The compact bone of the articular processes of the first lumbar vertebra is a specific type of compact bone, and its preferred name is indeed ""Compact bone of articular process of first lumbar vertebra"".",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma24384,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:surface_of_pedicle_of_vertebra a owl:Class ;
    rdfs:label ""Surface of pedicle of vertebra""@en ;
    ns1:FMAID 24384 ;
    rdfs:subClassOf :surface_of_region_of_vertebra ;
    :preferred_name ""Surface of pedicle of vertebra""^^xsd:string .

","surface of pedicle of vertebra is a type of a surface of region of vertebra.
surface of pedicle of vertebra preferred name a Surface of pedicle of vertebra.","The surface referred to as the ""pedicle"" or more specifically, the ""surface of pedicle of vertebra"", is actually a type of surface found on the ""region of vertebra"".",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma36176,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:articular_cartilage_of_distal_epiphysis_of_fifth_metatarsal_bone a owl:Class ;
    rdfs:label ""Articular cartilage of distal epiphysis of fifth metatarsal bone""@en ;
    ns1:FMAID 36176 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :distal_epiphysis_of_fifth_metatarsal_bone ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :fifth_metatarsal_bone ],
        :articular_cartilage_of_distal_epiphysis_of_metatarsal_bone ;
    :preferred_name ""Articular cartilage of distal epiphysis of fifth metatarsal bone""^^xsd:string ;
    :synonym ""Articular cartilage of head of fifth metatarsal bone""^^xsd:string .

","articular cartilage of distal epiphysis of fifth metatarsal bone is a type of an articular cartilage of distal epiphysis of metatarsal bone.
articular cartilage of distal epiphysis of fifth metatarsal bone is a type of at least constitutional part of some a fifth metatarsal bone.
articular cartilage of distal epiphysis of fifth metatarsal bone is a type of at least regional part of some a distal epiphysis of fifth metatarsal bone.
articular cartilage of distal epiphysis of fifth metatarsal bone preferred name a Articular cartilage of distal epiphysis of fifth metatarsal bone.
articular cartilage of distal epiphysis of fifth metatarsal bone synonym a Articular cartilage of head of fifth metatarsal bone.","The articular cartilage of the distal epiphysis of the fifth metatarsal bone is a specific type of articular cartilage found in the distal epiphysis of metatarsal bones, and it's also a constitutional part of the fifth metatarsal bone itself. Additionally, it's a regional part of the distal epiphysis of the fifth metatarsal bone. Its preferred name is Articular cartilage of distal epiphysis of fifth metatarsal bone, but it can also be referred to as Articular cartilage of head of fifth metatarsal bone.",llama3,5,8,8,14,3,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma52391,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:pleura_of_vertebral_part_of_peripheral_diaphragmatic_surface_of_lung a owl:Class ;
    rdfs:label ""Pleura of vertebral part of peripheral diaphragmatic surface of lung""@en ;
    ns1:FMAID 52391 ;
    rdfs:subClassOf :pleura_of_subdivision_of_peripheral_diaphragmatic_surface_of_lung ;
    :preferred_name ""Pleura of vertebral part of peripheral diaphragmatic surface of lung""^^xsd:string .

","pleura of vertebral part of peripheral diaphragmatic surface of lung is a type of a pleura of subdivision of peripheral diaphragmatic surface of lung.
pleura of vertebral part of peripheral diaphragmatic surface of lung preferred name a Pleura of vertebral part of peripheral diaphragmatic surface of lung.","The pleura that covers the vertebrae on the outer surface of the lungs is also known as the pleura of the vertebral part of the peripheral diaphragmatic surface of the lung, and its preferred name is indeed the Pleura of vertebral part of peripheral diaphragmatic surface of lung.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma75748,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:interparietal_bone a owl:Class ;
    rdfs:label ""Interparietal bone""@en ;
    ns1:FMAID 75748 ;
    rdfs:subClassOf :sutural_bone ;
    :non_english_equivalent ""Os interparietale""^^xsd:string,
        ""Os interpariétal""^^xsd:string ;
    :preferred_name ""Interparietal bone""^^xsd:string .

","interparietal bone is a type of a sutural bone.
interparietal bone non English equivalent a Os interparietale.
interparietal bone non English equivalent a Os interpariétal.
interparietal bone preferred name a Interparietal bone.","The interparietal bone, also known as the Os interparietale or Os interpariétal in non-English languages, is a type of sutural bone and its preferred name is indeed the Interparietal bone.",llama3,4,3,6,7,1,1.0,1.0,,,1.0,1.0,,,2.0,,,
fma,http://purl.org/sig/ont/fma/fma29440,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:compact_bone_of_left_transverse_process_of_seventh_thoracic_vertebra a owl:Class ;
    rdfs:label ""Compact bone of left transverse process of seventh thoracic vertebra""@en ;
    ns1:FMAID 29440 ;
    rdfs:subClassOf :compact_bone_of_transverse_process_of_seventh_thoracic_vertebra ;
    :preferred_name ""Compact bone of left transverse process of seventh thoracic vertebra""^^xsd:string .

","compact bone of left transverse process of seventh thoracic vertebra is a type of a compact bone of transverse process of seventh thoracic vertebra.
compact bone of left transverse process of seventh thoracic vertebra preferred name a Compact bone of left transverse process of seventh thoracic vertebra.","The preferred name for the compact bone of the left transverse process of the 7th thoracic vertebra is indeed the ""Compact bone of the left transverse process of the 7th thoracic vertebra"". This is a type of compact bone, specifically found in the transverse process of the 7th thoracic vertebra.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma62093,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:midget_cone_bipolar_cell a owl:Class ;
    rdfs:label ""Midget cone bipolar cell""@en ;
    ns1:FMAID 62093 ;
    rdfs:subClassOf :cone_bipolar_cell ;
    :preferred_name ""Midget cone bipolar cell""^^xsd:string .

","midget cone bipolar cell is a type of a cone bipolar cell.
midget cone bipolar cell preferred name a Midget cone bipolar cell.","The midget cone bipolar cell, also known as the midget cone bipolar cell, is a specific type of cone bipolar cell.",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma69160,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:basal_part_of_anterior_basal_bronchopulmonary_subsegment a owl:Class ;
    rdfs:label ""Basal part of anterior basal bronchopulmonary subsegment""@en ;
    ns1:FMAID 69160 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :anterior_basal_bronchopulmonary_segment ],
        :anterior_basal_bronchopulmonary_subsegment ;
    :preferred_name ""Basal part of anterior basal bronchopulmonary subsegment""^^xsd:string .

","basal part of anterior basal bronchopulmonary subsegment is a type of an anterior basal bronchopulmonary subsegment.
basal part of anterior basal bronchopulmonary subsegment is a type of at least regional part of some an anterior basal bronchopulmonary segment.
basal part of anterior basal bronchopulmonary subsegment preferred name a Basal part of anterior basal bronchopulmonary subsegment.","The basal part of the anterior basal bronchopulmonary subsegment is also known as the basal part of the anterior basal bronchopulmonary subsegment, and it's a specific type of regional part within an anterior basal bronchopulmonary segment. Its preferred name is indeed ""Basal part of anterior basal bronchopulmonary subsegment"".",llama3,3,6,7,9,2,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma50213,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:musculature_of_left_leg a owl:Class ;
    rdfs:label ""Musculature of left leg""@en ;
    ns1:FMAID 50213 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_fibularis_longus ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_fibularis_brevis ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_extensor_hallucis_longus ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_popliteus ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_flexor_hallucis_longus ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_gastrocnemius ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_plantaris ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_soleus ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_extensor_digitorum_longus ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_fibularis_tertius ],
        [ a owl:Restriction ;
            owl:onProperty :member_of ;
            owl:someValuesFrom :musculature_of_left_free_lower_limb ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :musculoskeletal_system_of_left_leg ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_tibialis_posterior ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_flexor_digitorum_longus ],
        [ a owl:Restriction ;
            owl:hasValue ""Left"" ;
            owl:onProperty :laterality ],
        [ a owl:Restriction ;
            owl:onProperty :constitutional_part_of ;
            owl:someValuesFrom :left_leg ],
        [ a owl:Restriction ;
            owl:onProperty :member ;
            owl:someValuesFrom :left_tibialis_anterior ],
        :musculature_of_leg ;
    :preferred_name ""Musculature of left leg""^^xsd:string ;
    :synonym ""Left leg musculature""^^xsd:string,
        ""Muscle group of left leg""^^xsd:string .

","musculature of left leg is a type of a musculature of leg.
musculature of left leg is a type of at least constitutional part of some a left leg.
musculature of left leg is a type of at least constitutional part of some a musculoskeletal system of left leg.
musculature of left leg is a type of at least member of some a musculature of left free lower limb.
musculature of left leg is a type of at least member some a left extensor digitorum longus.
musculature of left leg is a type of at least member some a left extensor hallucis longus.
musculature of left leg is a type of at least member some a left fibularis brevis.
musculature of left leg is a type of at least member some a left fibularis longus.
musculature of left leg is a type of at least member some a left fibularis tertius.
musculature of left leg is a type of at least member some a left flexor digitorum longus.
musculature of left leg is a type of at least member some a left flexor hallucis longus.
musculature of left leg is a type of at least member some a left gastrocnemius.
musculature of left leg is a type of at least member some a left plantaris.
musculature of left leg is a type of at least member some a left popliteus.
musculature of left leg is a type of at least member some a left soleus.
musculature of left leg is a type of at least member some a left tibialis anterior.
musculature of left leg is a type of at least member some a left tibialis posterior.
musculature of left leg is a type of must laterality a Left.
musculature of left leg preferred name a Musculature of left leg.
musculature of left leg synonym a Left leg musculature.
musculature of left leg synonym a Muscle group of left leg.","The musculature of the left leg refers to the collective muscles that make up the muscular system of the left lower extremity, specifically including the extensor digitorum longus, extensor hallucis longus, fibularis brevis, fibularis longus, fibularis tertius, flexor digitorum longus, flexor hallucis longus, gastrocnemius, plantaris, popliteus, soleus, and tibialis anterior. This group of muscles is a constitutional part of the musculoskeletal system of the left leg and is characterized by its laterality as being specific to the left side.",llama3,21,24,9,75,18,1.0,18.0,17.0,16.0,1.0,1.0,,2.0,,,1.0,
fma,http://purl.org/sig/ont/fma/fma0326658,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:space_of_anterior_scleral_aperture a owl:Class ;
    rdfs:label ""Space of anterior scleral aperture""@en ;
    ns1:FMAID 326658 ;
    rdfs:subClassOf :space_of_scleral_aperture ;
    :preferred_name ""Space of anterior scleral aperture""^^xsd:string .

","space of anterior scleral aperture is a type of a space of scleral aperture.
space of anterior scleral aperture preferred name a Space of anterior scleral aperture.","The preferred name for the space located in front of the scleral aperture, which is also known as that same space itself, is indeed the ""Space of Anterior Scleral Aperture"".",llama3,2,3,5,5,1,1.0,1.0,,,1.0,1.0,,,,,,
fma,http://purl.org/sig/ont/fma/fma70938,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:henle_s_layer_of_inner_root_sheath_of_hair_follicle a owl:Class ;
    rdfs:label ""Henle's layer of inner root sheath of hair follicle""@en ;
    ns1:FMAID 70938 ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :regional_part_of ;
            owl:someValuesFrom :inner_root_sheath_of_hair_follicle ],
        :layer_of_inner_root_sheath_of_hair_follicle ;
    :preferred_name ""Henle's layer of inner root sheath of hair follicle""^^xsd:string ;
    :synonym ""Henle's layer of inner root sheath""^^xsd:string .

","henle s layer of inner root sheath of hair follicle is a type of a layer of inner root sheath of hair follicle.
henle s layer of inner root sheath of hair follicle is a type of at least regional part of some an inner root sheath of hair follicle.
henle s layer of inner root sheath of hair follicle preferred name a Henle's layer of inner root sheath of hair follicle.
henle s layer of inner root sheath of hair follicle synonym a Henle's layer of inner root sheath.","The Henle's layer of the inner root sheath of a hair follicle is essentially the same thing as itself, and it can also be referred to as a regional part of some other inner root sheath of a hair follicle. It's officially known as the Henle's layer of the inner root sheath of a hair follicle, but people often simply call it that too.",llama3,4,6,8,10,2,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,
fma,http://purl.org/sig/ont/fma/fma54056,"@prefix ns1: <http://purl.org/sig/ont/fma/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:fascia_of_tensor_tympani a owl:Class ;
    rdfs:label ""Fascia of tensor tympani""@en ;
    ns1:FMAID 54056 ;
    rdfs:subClassOf :fascia_of_muscle ;
    :preferred_name ""Fascia of tensor tympani""^^xsd:string ;
    :synonym ""Tensor tympani fascia""^^xsd:string .

","fascia of tensor tympani is a type of a fascia of muscle.
fascia of tensor tympani preferred name a Fascia of tensor tympani.
fascia of tensor tympani synonym a Tensor tympani fascia.","The preferred and synonymized term for the fascia that surrounds the tensor tympani muscle is indeed ""Tensor Tympani Fascia"".",llama3,3,3,6,6,1,1.0,1.0,,,1.0,1.0,,1.0,,,,
