ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.org/dc/terms/conformsTo,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2004/02/skos/core#exactMatch,http://purl.obolibrary.org/obo/RO_0002175,http://purl.obolibrary.org/obo/IAO_0000233,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://purl.obolibrary.org/obo/mondo#excluded_from_qc_check,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2004/02/skos/core#closeMatch,http://purl.obolibrary.org/obo/mondo#excluded_subClassOf,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,https://w3id.org/semapv/vocab/crossSpeciesExactMatch,http://purl.obolibrary.org/obo/mondo#should_conform_to,http://purl.org/dc/terms/creator,http://purl.obolibrary.org/obo/IAO_0006012,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000116,http://purl.obolibrary.org/obo/IAO_0000117,http://purl.obolibrary.org/obo/IAO_0000119
mondo,http://purl.obolibrary.org/obo/MONDO_0015384,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:digestive_duplication_cyst_of_the_tongue a owl:Class ;
    rdfs:label ""digestive duplication cyst of the tongue"" ;
    ns1:hasDbXref ""GARD:19942"",
        ""MEDGEN:1393450"",
        ""Orphanet:141071"",
        ""UMLS:C4512051"" ;
    ns1:id ""MONDO:0015384"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :ordo_morphological_anomaly,
        :orphanet_rare,
        :rare ;
    rdfs:subClassOf :cysts_and_fistulae_of_the_face_and_oral_cavity,
        :tongue_disorder ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :cysts_and_fistulae_of_the_face_and_oral_cavity ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :disease_has_location ;
                                    owl:someValuesFrom :tongue ] ;
                            rdf:rest :nil ] ] ] ;
    skos:exactMatch :1393450,
        :c4512051,
        :orphanet_141071 ;
    :conforms_to :location.yaml ;
    :has_definition ""Digestive duplication cyst of the tongue is an extremely rare otorhinolaryngological malformation which occurs during early embryogenesis and is characterized by a single, and on occasion multiple, cystic lesion that is most frequently located in the anterior portion of the tongue, either deeply embedded within it or superficially on it. Depending mostly on size and location of the cyst, patients could be asymptomatic or could present a wide array of symptoms, such as varying degrees of respiratory and feeding difficulties, lingual swelling and protrusion, dysphagia, and more rarely, recurrent bleeding or brownish discharge from a lingual sinus."" ;
    :has_exact_synonym ""cysts and fistulae of the face and oral cavity of tongue"",
        ""enteric duplication cyst of the tongue"",
        ""foregut duplication cyst of the tongue"",
        ""gastric duplication cyst of the tongue"",
        ""tongue cysts and fistulae of the face and oral cavity"" .

","digestive duplication cyst of the tongue conforms to a location.yaml.
digestive duplication cyst of the tongue has definition a Digestive duplication cyst of the tongue is an extremely rare otorhinolaryngological malformation which occurs during early embryogenesis and is characterized by a single, and on occasion multiple, cystic lesion that is most frequently located in the anterior portion of the tongue, either deeply embedded within it or superficially on it. Depending mostly on size and location of the cyst, patients could be asymptomatic or could present a wide array of symptoms, such as varying degrees of respiratory and feeding difficulties, lingual swelling and protrusion, dysphagia, and more rarely, recurrent bleeding or brownish discharge from a lingual sinus..
digestive duplication cyst of the tongue has exact synonym a cysts and fistulae of the face and oral cavity of tongue.
digestive duplication cyst of the tongue has exact synonym a foregut duplication cyst of the tongue.
digestive duplication cyst of the tongue has exact synonym a gastric duplication cyst of the tongue.
digestive duplication cyst of the tongue has exact synonym a tongue cysts and fistulae of the face and oral cavity.
digestive duplication cyst of the tongue has exact synonym an enteric duplication cyst of the tongue.
digestive duplication cyst of the tongue is a type of a cysts and fistulae of the face and oral cavity.
digestive duplication cyst of the tongue is a type of a tongue disorder.
digestive duplication cyst of the tongue is same as all of (a cysts and fistulae of the face and oral cavity, and at least disease has location some a tongue).","A digestive duplication cyst of the tongue is an extremely rare otorhinolaryngological malformation that occurs during early embryogenesis. It is characterized by single or occasionally multiple cystic lesions, most frequently located in the anterior portion of the tongue, either deeply embedded or superficially on it. Depending on the size and location of the cyst, patients may be asymptomatic or present various symptoms such as respiratory and feeding difficulties, lingual swelling and protrusion, dysphagia, and more rarely, recurrent bleeding or brownish discharge from a lingual sinus. 

This condition is also known by several exact synonyms: cysts and fistulae of the face and oral cavity of the tongue, foregut duplication cyst of the tongue, gastric duplication cyst of the tongue, tongue cysts and fistulae of the face and oral cavity, and enteric duplication cyst of the tongue. It is classified as a type of cysts and fistulae of the face and oral cavity and as a tongue disorder. Essentially, it is the same as a condition involving cysts and fistulae of the face and oral cavity, and any disease located in the tongue.",gpt-4o,10,18,16,35,3,2.0,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0023573,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:kozlowski_warren_fisher_syndrome a owl:Class ;
    rdfs:label ""Kozlowski Warren Fisher syndrome"" ;
    ns1:hasDbXref ""GARD:353"",
        ""MEDGEN:419831"",
        ""MESH:C537614"",
        ""UMLS:C2931546"" ;
    ns1:id ""MONDO:0023573"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/353/kozlowski-warren-fisher-syndrome""^^xsd:anyURI ;
    rdfs:subClassOf :syndromic_disease,
        :thanatophoric_dysplasia ;
    skos:exactMatch :419831,
        :c2931546,
        :c537614 ;
    :has_related_synonym ""cloverleaf skull generalised bone dysplasia"",
        ""cloverleaf skull generalized bone dysplasia"" .

","kozlowski warren fisher syndrome has related synonym a cloverleaf skull generalised bone dysplasia.
kozlowski warren fisher syndrome has related synonym a cloverleaf skull generalized bone dysplasia.
kozlowski warren fisher syndrome is a type of a syndromic disease.
kozlowski warren fisher syndrome is a type of a thanatophoric dysplasia.","Kozlowski Warren Fisher syndrome, synonymous with cloverleaf skull generalized bone dysplasia, is classified as both a syndromic disease and a type of thanatophoric dysplasia.",gpt-4o,4,10,9,18,1,2.0,1,,,,,,,,,4.0,,2.0,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/GO_0005125,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cytokine_activity a owl:Class ;
    rdfs:label ""cytokine activity"" ;
    rdfs:subClassOf :receptor_ligand_activity .

",cytokine activity is a type of a receptor ligand activity.,Cytokine activity is a form of receptor ligand activity.,gpt-4o,1,3,3,3,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0009737,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:galactosialidosis a owl:Class ;
    rdfs:label ""galactosialidosis"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/4948""^^xsd:anyURI ;
    ns1:hasDbXref ""DOID:0080540"",
        ""GARD:3953"",
        ""ICD9:277.6"",
        ""MEDGEN:82779"",
        ""MESH:C536411"",
        ""NANDO:1200119"",
        ""NANDO:2200557"",
        ""NCIT:C129928"",
        ""OMIM:256540"",
        ""Orphanet:351"",
        ""SCTID:35691006"",
        ""UMLS:C0268233"" ;
    ns1:id ""MONDO:0009737"" ;
    ns1:inSubset :clingen,
        :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:seeAlso ""https://rarediseases.info.nih.gov/diseases/3953/galactosialidosis""^^xsd:anyURI ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_material_basis_in_germline_mutation_in ;
            owl:someValuesFrom :ctsa ],
        :eye_disorder,
        :lysosomal_storage_disease_with_skeletal_involvement,
        :oligosaccharidosis ;
    skos:exactMatch :256540,
        :35691006,
        :82779,
        :c0268233,
        :c536411,
        :doid_0080540,
        :ncit_c129928,
        :orphanet_351 ;
    :has_definition ""A lysosomal storage disease characterized by coarse facial features, macular ''cherry red spot'', and dysostosis multiplex. Clinical presentation can be heterogenous ranging from a severe, early-onset, rapidly progressive infantile form to late onset, slowly progressive juvenile/adult form."" ;
    :has_exact_synonym ""Goldberg syndrome"",
        ""galactosialidosis"",
        ""neuraminidase deficiency with beta-galactosidase deficiency"" ;
    :has_related_synonym ""GSL"",
        ""PPCA deficiency"",
        ""cathepsin A deficiency"",
        ""cathepsin A deficiency of"",
        ""lysosomal protective Protein deficiency"",
        ""lysosomal protective protein deficiency of"",
        ""neuraminidase/Beta-galactosidase expression"",
        ""protective Protein/Cathepsin a deficiency"" .

","galactosialidosis has definition a A lysosomal storage disease characterized by coarse facial features, macular ''cherry red spot'', and dysostosis multiplex. Clinical presentation can be heterogenous ranging from a severe, early-onset, rapidly progressive infantile form to late onset, slowly progressive juvenile/adult form..
galactosialidosis has exact synonym a Goldberg syndrome.
galactosialidosis has exact synonym a galactosialidosis.
galactosialidosis has exact synonym a neuraminidase deficiency with beta-galactosidase deficiency.
galactosialidosis has related synonym a GSL.
galactosialidosis has related synonym a PPCA deficiency.
galactosialidosis has related synonym a cathepsin A deficiency of.
galactosialidosis has related synonym a cathepsin A deficiency.
galactosialidosis has related synonym a lysosomal protective Protein deficiency.
galactosialidosis has related synonym a lysosomal protective protein deficiency of.
galactosialidosis has related synonym a neuraminidase/Beta-galactosidase expression.
galactosialidosis has related synonym a protective Protein/Cathepsin a deficiency.
galactosialidosis is a type of a lysosomal storage disease with skeletal involvement.
galactosialidosis is a type of an eye disorder.
galactosialidosis is a type of an oligosaccharidosis.
galactosialidosis is a type of at least has material basis in germline mutation in some a ctsa.","Galactosialidosis is a lysosomal storage disease characterized by coarse facial features, a macular ""cherry red spot,"" and dysostosis multiplex. The clinical presentation varies widely, from a severe, early-onset, rapidly progressive infantile form to a late-onset, slowly progressive juvenile/adult form. It is also known as Goldberg syndrome, neuraminidase deficiency with beta-galactosidase deficiency, and simply as galactosialidosis. Related synonyms include GSL, PPCA deficiency, cathepsin A deficiency, lysosomal protective protein deficiency, neuraminidase/beta-galactosidase expression, and protective protein/cathepsin A deficiency. Galactosialidosis is a type of lysosomal storage disease with skeletal involvement, an eye disorder, and an oligosaccharidosis. It has a material basis in germline mutation in the CTSA gene.",gpt-4o,16,23,14,51,2,4.0,1,1.0,1.0,,,,,1.0,,12.0,3.0,8.0,1.0,7.0,8.0,,1.0,1.0,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/CHEBI_79314,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:flame_retardant a owl:Class ;
    rdfs:label ""flame retardant"" ;
    rdfs:subClassOf :application ;
    :has_definition ""Any compound that is added to manufactured materials to inhibit, suppress, or delay the production of flames and so prevent the spread of fire."" .

","flame retardant has definition a Any compound that is added to manufactured materials to inhibit, suppress, or delay the production of flames and so prevent the spread of fire..
flame retardant is a type of an application.","A flame retardant is defined as any compound added to manufactured materials to inhibit, suppress, or delay the production of flames and thereby prevent the spread of fire. It is a type of application.",gpt-4o,2,3,4,4,1,1.0,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0032582,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:nephrotic_syndrome_type_19 a owl:Class ;
    rdfs:label ""nephrotic syndrome, type 19"" ;
    ns1:hasDbXref ""DOID:0080394"",
        ""GARD:16301"",
        ""MEDGEN:1648305"",
        ""OMIM:618178"",
        ""UMLS:C4748552"" ;
    ns1:id ""MONDO:0032582"" ;
    ns1:inSubset :gard_rare,
        :rare ;
    rdfs:subClassOf :familial_nephrotic_syndrome ;
    skos:exactMatch :1648305,
        :618178,
        :c4748552,
        :doid_0080394 ;
    :has_related_synonym ""NEPHROTIC SYNDROME, TYPE 19"",
        ""NPHS19"" .

","nephrotic syndrome type 19 has related synonym a NEPHROTIC SYNDROME, TYPE 19.
nephrotic syndrome type 19 has related synonym a NPHS19.
nephrotic syndrome type 19 is a type of a familial nephrotic syndrome.","Nephrotic syndrome type 19, also known as NPHS19 or NEPHROTIC SYNDROME, TYPE 19, is a type of familial nephrotic syndrome.",gpt-4o,3,9,8,17,1,1.0,1,,,,,,,,,5.0,,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0003448,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .

:benign_spiradenoma a owl:Class ;
    rdfs:label ""benign spiradenoma"" ;
    ns1:hasDbXref ""DOID:5444"",
        ""ICDO:8403/0"",
        ""MEDGEN:90768"",
        ""NCIT:C4170"",
        ""ONCOTREE:SPIR"",
        ""SCTID:403938001"",
        ""UMLS:C0334347"" ;
    ns1:id ""MONDO:0003448"" ;
    ns1:inSubset :otar ;
    rdfs:comment ""Spiradenomas are usually benign. Malignant forms are rare."" ;
    rdfs:subClassOf :benign_neoplasm_of_sweat_gland ;
    skos:exactMatch :403938001,
        :90768,
        :c0334347,
        :doid_5444,
        :ncit_c4170 ;
    :excluded_subclassof :apocrine_sweat_gland_neoplasm ;
    :has_definition ""A benign epithelial neoplasm with eccrine or apocrine differentiation, arising from the sweat glands. It usually presents as a solitary, well circumscribed, firm nodule in the face and upper trunk. It is characterized by the presence of basaloid cells forming nodules in the dermis. Cases of carcinoma arising from long standing spiradenomas have been reported."" ;
    :has_exact_synonym ""spiradenoma"" ;
    :has_narrow_synonym ""benign eccrine spiradenoma"",
        ""eccrine spiradenoma"",
        ""eccrine spiradenoma (morphologic abnormality)"",
        ""eccrine spiradenoma of skin"" ;
    :has_related_synonym ""spiroma/spiradenoma"" .

","benign spiradenoma excluded subClassOf an apocrine sweat gland neoplasm.
benign spiradenoma has definition a A benign epithelial neoplasm with eccrine or apocrine differentiation, arising from the sweat glands. It usually presents as a solitary, well circumscribed, firm nodule in the face and upper trunk. It is characterized by the presence of basaloid cells forming nodules in the dermis. Cases of carcinoma arising from long standing spiradenomas have been reported..
benign spiradenoma has exact synonym a spiradenoma.
benign spiradenoma has narrow synonym a benign eccrine spiradenoma.
benign spiradenoma has narrow synonym an eccrine spiradenoma (morphologic abnormality).
benign spiradenoma has narrow synonym an eccrine spiradenoma of skin.
benign spiradenoma has narrow synonym an eccrine spiradenoma.
benign spiradenoma has related synonym a spiroma/spiradenoma.
benign spiradenoma is a type of a benign neoplasm of sweat gland.","A benign spiradenoma is a type of benign neoplasm of the sweat gland, specifically excluded from being a subclass of an apocrine sweat gland neoplasm. Defined as a benign epithelial neoplasm with eccrine or apocrine differentiation, it arises from the sweat glands. Typically, it presents as a solitary, well-circumscribed, firm nodule on the face and upper trunk. The neoplasm is characterized by basaloid cells forming nodules in the dermis. There have been reports of carcinoma developing from long-standing spiradenomas.

A benign spiradenoma is also known as a spiradenoma, and it has several narrow synonyms including benign eccrine spiradenoma, eccrine spiradenoma (morphologic abnormality), eccrine spiradenoma of the skin, and simply eccrine spiradenoma. Additionally, it has the related synonym spiroma/spiradenoma.",gpt-4o,9,10,13,26,1,1.0,1,,,,,,,1.0,,7.0,1.0,1.0,1.0,1.0,5.0,,,,,,,1.0,,1.0,4.0,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_1011802,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:congenital_merosin_deficient_muscular_dystrophy_non_human_animal a owl:Class ;
    rdfs:label ""congenital merosin-deficient muscular dystrophy, non-human animal"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7225""^^xsd:anyURI ;
    ns1:hasDbXref ""OMIA:001619"" ;
    ns1:id ""MONDO:1011802"" ;
    rdfs:subClassOf :musculoskeletal_system_disorder_non_human_animal .

",congenital merosin deficient muscular dystrophy non human animal is a type of a musculoskeletal system disorder non human animal.,Congenital merosin-deficient muscular dystrophy in non-human animals is a type of musculoskeletal system disorder found in non-human animals.,gpt-4o,1,3,6,6,1,1.0,1,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_1011046,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:nephrolithiasis_domestic_cat a owl:Class ;
    rdfs:label ""nephrolithiasis, domestic cat"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7075""^^xsd:anyURI ;
    ns1:hasDbXref ""OMIA:000709-9685"" ;
    ns1:id ""MONDO:1011046"" ;
    rdfs:subClassOf :nephrolithiasis_non_human_animal,
        :urolithiasis_domestic_cat ;
    :cross_species_exact_match :nephrolithiasis ;
    :has_definition ""Nephrolithiasis that occurs in domestic cat."" .

","nephrolithiasis domestic cat cross species exact match a nephrolithiasis.
nephrolithiasis domestic cat has definition a Nephrolithiasis that occurs in domestic cat..
nephrolithiasis domestic cat is a type of a nephrolithiasis non human animal.
nephrolithiasis domestic cat is a type of an urolithiasis domestic cat.","Nephrolithiasis in domestic cats is exactly the same as nephrolithiasis. This condition, defined as nephrolithiasis occurring in domestic cats, is a type of nephrolithiasis found in non-human animals and also a type of urolithiasis specific to domestic cats.",gpt-4o,4,5,8,9,1,2.0,1,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,
mondo,http://purl.obolibrary.org/obo/MONDO_0008562,"@prefix ns1: <http://www.geneontology.org/formats/oboInOwl#> .
@prefix ns2: <http://purl.obolibrary.org/obo/> .
@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix skos: <http://www.w3.org/2004/02/skos/core#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:thumb_deformity_alopecia_pigmentation_anomaly_syndrome a owl:Class ;
    rdfs:label ""thumb deformity-alopecia-pigmentation anomaly syndrome"" ;
    ns2:IAO_0000233 ""https://github.com/monarch-initiative/mondo/issues/7150""^^xsd:anyURI ;
    ns1:hasDbXref ""GARD:5199"",
        ""MEDGEN:348284"",
        ""MESH:C566054"",
        ""OMIM:188150"",
        ""Orphanet:2251"",
        ""Orphanet:79132"",
        ""UMLS:C1861168"" ;
    ns1:id ""MONDO:0008562"" ;
    ns1:inSubset :gard_rare,
        :nord_rare,
        :ordo_disorder,
        :ordo_malformation_syndrome,
        :orphanet_rare,
        :otar,
        :rare ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_characteristic ;
            owl:someValuesFrom :rare ],
        :disorder_of_development_or_morphogenesis ;
    skos:exactMatch :188150,
        :348284,
        :c1861168,
        :c566054,
        :orphanet_2251 ;
    :excluded_subclassof :congenital_limb_malformation,
        :ectodermal_dysplasia_syndrome ;
    :has_definition ""A rare, genetic, congenital limb malformation syndrome characterized by short stature, sparse scalp hair, hypoplastic, proximally-placed thumbs, and skin hyperpigmentation with areas of 'raindrop' depigmentation. Presence of a single, upper central incisor has also been reported. There have been no further descriptions in the literature since 1988."" ;
    :has_exact_synonym ""thumb deformity and alopecia"" ;
    :has_related_synonym ""congenital deformity of the thumb and congenital alopecia"",
        ""hypotrichosis associated with congenital hypoplasia of the thumb"",
        ""sparse hair, short stature, hypoplastic thumbs, single upper central incisor and abnormal skin pigmentation"",
        ""thumb deformity, alopecia, pigmentation anomaly"" .

","thumb deformity alopecia pigmentation anomaly syndrome excluded subClassOf a congenital limb malformation.
thumb deformity alopecia pigmentation anomaly syndrome excluded subClassOf an ectodermal dysplasia syndrome.
thumb deformity alopecia pigmentation anomaly syndrome has definition a A rare, genetic, congenital limb malformation syndrome characterized by short stature, sparse scalp hair, hypoplastic, proximally-placed thumbs, and skin hyperpigmentation with areas of 'raindrop' depigmentation. Presence of a single, upper central incisor has also been reported. There have been no further descriptions in the literature since 1988..
thumb deformity alopecia pigmentation anomaly syndrome has exact synonym a thumb deformity and alopecia.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a congenital deformity of the thumb and congenital alopecia.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a hypotrichosis associated with congenital hypoplasia of the thumb.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a sparse hair, short stature, hypoplastic thumbs, single upper central incisor and abnormal skin pigmentation.
thumb deformity alopecia pigmentation anomaly syndrome has related synonym a thumb deformity, alopecia, pigmentation anomaly.
thumb deformity alopecia pigmentation anomaly syndrome is a type of a disorder of development or morphogenesis.
thumb deformity alopecia pigmentation anomaly syndrome is a type of at least has characteristic some a rare.","Thumb deformity alopecia pigmentation anomaly syndrome is classified both as a congenital limb malformation and an ectodermal dysplasia syndrome. This rare, genetic condition is characterized by features such as short stature, sparse scalp hair, hypoplastic thumbs positioned proximally, and skin hyperpigmentation with areas resembling 'raindrop' depigmentation. Additionally, a single upper central incisor has been reported, with no further descriptions in the literature since 1988. The syndrome is also known by the exact synonym ""thumb deformity and alopecia"" and related synonyms including ""congenital deformity of the thumb and congenital alopecia,"" ""hypotrichosis associated with congenital hypoplasia of the thumb,"" and ""sparse hair, short stature, hypoplastic thumbs, single upper central incisor and abnormal skin pigmentation."" It is a type of developmental or morphogenetic disorder and is characterized as a rare condition.",gpt-4o,10,20,14,36,2,2.0,1,1.0,1.0,,,,,1.0,,7.0,1.0,4.0,1.0,7.0,5.0,,1.0,,,,,,,2.0,,,,,,,,,
